GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,BP,LINE_MISSED,LINE_COVERED,SC,Statement_Coverage,COMPLEXITY_MISSED,COMPLEXITY_COVERED,MC,MCCABE_COMPLEXITY,METHOD_MISSED,METHOD_COVERED
Apache Commons Collections,org.apache.commons.collections4.keyvalue,TiedMapEntry,3,106,5,17,0.772727273,1,21,0.954545455,95%,5,13,0.722222222,72%,0,7
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntry,0,70,1,19,0.95,0,13,1,100%,1,13,0.928571429,93%,0,4
Apache Commons Collections,org.apache.commons.collections4.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,0,7,1,100%,0,4,1,100%,0,4
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractKeyValue,0,44,0,0,0,0,17,1,100%,0,6,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.keyvalue,MultiKey,0,195,0,12,1,0,37,1,100%,0,20,1,100%,0,14
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultMapEntry,0,19,0,0,0,0,6,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.keyvalue,DefaultKeyValue,3,111,5,19,0.791666667,1,24,0.96,96%,5,16,0.761904762,76%,0,9
Apache Commons Collections,org.apache.commons.collections4.keyvalue,AbstractMapEntryDecorator,11,36,2,2,0.5,3,11,0.785714286,79%,3,7,0.7,70%,1,7
Apache Commons Collections,org.apache.commons.collections4.splitmap,TransformedSplitMap,24,94,3,5,0.625,7,23,0.766666667,77%,5,10,0.666666667,67%,2,9
Apache Commons Collections,org.apache.commons.collections4.splitmap,AbstractIterableGetMapDecorator,22,61,2,2,0.5,5,18,0.782608696,78%,5,13,0.722222222,72%,3,13
Apache Commons Collections,org.apache.commons.collections4.collection,AbstractCollectionDecorator,3,84,0,2,1,2,23,0.92,92%,1,18,0.947368421,95%,1,17
Apache Commons Collections,org.apache.commons.collections4.collection,TransformedCollection,0,103,1,7,0.875,0,21,1,100%,1,10,0.909090909,91%,0,7
Apache Commons Collections,org.apache.commons.collections4.collection,IndexedCollection,6,207,1,21,0.954545455,1,55,0.982142857,98%,2,25,0.925925926,93%,1,15
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,29,75,5,9,0.642857143,7,21,0.75,75%,7,13,0.65,65%,2,11
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection,0,94,0,8,1,0,20,1,100%,0,11,1,100%,0,7
Apache Commons Collections,org.apache.commons.collections4.collection,CompositeCollection,50,337,1,41,0.976190476,14,83,0.855670103,86%,7,39,0.847826087,85%,6,19
Apache Commons Collections,org.apache.commons.collections4.collection,SynchronizedCollection,50,265,3,9,0.75,10,55,0.846153846,85%,3,23,0.884615385,88%,0,20
Apache Commons Collections,org.apache.commons.collections4.collection,PredicatedCollection.Builder,50,138,8,10,0.555555556,12,36,0.75,75%,9,14,0.608695652,61%,2,12
Apache Commons Collections,org.apache.commons.collections4.collection,UnmodifiableCollection,0,45,0,2,1,0,13,1,100%,0,10,1,100%,0,9
Apache Commons Collections,org.apache.commons.collections4.comparators,TransformingComparator,14,101,9,13,0.590909091,0,22,1,100%,7,9,0.5625,56%,0,5
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.new Object() {...},3,23,0,0,0,0,1,1,100%,0,1,1,100%,0,1
Apache Commons Collections,org.apache.commons.collections4.comparators,ReverseComparator,8,46,2,6,0.75,3,12,0.8,80%,3,6,0.666666667,67%,1,4
Apache Commons Collections,org.apache.commons.collections4.comparators,BooleanComparator,7,79,1,13,0.928571429,1,17,0.944444444,94%,2,15,0.882352941,88%,1,9
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparableComparator,0,33,0,6,1,0,8,1,100%,0,9,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator.UnknownObjectBehavior,5,43,0,0,0,0,2,1,100%,1,3,0.75,75%,1,3
Apache Commons Collections,org.apache.commons.collections4.comparators,FixedOrderComparator,63,320,22,44,0.666666667,6,57,0.904761905,90%,20,26,0.565217391,57%,0,12
Apache Commons Collections,org.apache.commons.collections4.comparators,NullComparator,33,73,8,16,0.666666667,6,17,0.739130435,74%,10,9,0.473684211,47%,3,4
Apache Commons Collections,org.apache.commons.collections4.comparators,ComparatorChain,70,219,15,27,0.642857143,19,58,0.753246753,75%,18,21,0.538461538,54%,6,12
Apache Commons Collections,org.apache.commons.collections4.properties,SortedProperties,0,35,0,2,1,0,8,1,100%,0,3,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,KeepCommand,0,9,0,0,0,0,4,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,DeleteCommand,0,9,0,0,0,0,4,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator,5,558,3,79,0.963414634,1,79,0.9875,99%,3,44,0.936170213,94%,0,6
Apache Commons Collections,org.apache.commons.collections4.sequence,SequencesComparator.Snake,0,21,0,0,0,0,8,1,100%,0,4,1,100%,0,4
Apache Commons Collections,org.apache.commons.collections4.sequence,ReplacementsFinder,65,0,4,0,0,17,0,0,0%,6,0,0,0%,4,0
Apache Commons Collections,org.apache.commons.collections4.sequence,EditCommand,0,9,0,0,0,0,4,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,InsertCommand,0,9,0,0,0,0,4,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.sequence,EditScript,3,69,0,2,1,1,19,0.95,95%,1,7,0.875,88%,1,6
Apache Commons Collections,org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,15,174,10,24,0.705882353,4,36,0.9,90%,11,14,0.56,56%,1,7
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag,15,624,8,74,0.902439024,3,163,0.981927711,98%,8,60,0.882352941,88%,0,27
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedBag,0,55,0,4,1,0,11,1,100%,0,11,1,100%,0,9
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag,35,98,0,2,1,8,19,0.703703704,70%,1,10,0.909090909,91%,1,9
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.BagIterator,4,112,1,13,0.928571429,1,26,0.962962963,96%,1,10,0.909090909,91%,0,4
Apache Commons Collections,org.apache.commons.collections4.bag,PredicatedSortedBag,0,27,0,0,0,0,7,1,100%,0,6,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractSortedBagDecorator,7,16,0,0,0,3,5,0.625,63%,2,4,0.666666667,67%,2,4
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableSortedBag,12,61,0,2,1,3,19,0.863636364,86%,3,12,0.8,80%,3,11
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedBag.SynchronizedBagSet,0,8,0,0,0,0,3,1,100%,0,1,1,100%,0,1
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractBagDecorator,9,39,0,4,1,3,8,0.727272727,73%,2,9,0.818181818,82%,2,7
Apache Commons Collections,org.apache.commons.collections4.bag,SynchronizedSortedBag,57,9,0,0,0,12,3,0.2,20%,5,2,0.285714286,29%,5,2
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedSortedBag,44,23,4,0,0,8,6,0.428571429,43%,4,5,0.555555556,56%,2,5
Apache Commons Collections,org.apache.commons.collections4.bag,TransformedBag,0,99,1,7,0.875,0,18,1,100%,1,13,0.928571429,93%,0,10
Apache Commons Collections,org.apache.commons.collections4.bag,AbstractMapBag.MutableInteger,18,6,4,0,0,4,3,0.428571429,43%,4,1,0.2,20%,2,1
Apache Commons Collections,org.apache.commons.collections4.bag,TreeBag,7,84,0,6,1,3,21,0.875,88%,1,12,0.923076923,92%,1,9
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionBag,11,134,3,21,0.875,2,42,0.954545455,95%,3,20,0.869565217,87%,0,11
Apache Commons Collections,org.apache.commons.collections4.bag,CollectionSortedBag,11,134,3,21,0.875,2,42,0.954545455,95%,3,20,0.869565217,87%,0,11
Apache Commons Collections,org.apache.commons.collections4.bag,UnmodifiableBag,12,63,0,2,1,3,20,0.869565217,87%,3,12,0.8,80%,3,11
Apache Commons Collections,org.apache.commons.collections4.bag,HashBag,0,28,0,0,0,0,11,1,100%,0,4,1,100%,0,4
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntryMap,43,134,10,24,0.705882353,7,30,0.810810811,81%,11,16,0.592592593,59%,1,9
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet,0,81,0,6,1,0,15,1,100%,0,6,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet.KeyIterator,0,12,0,0,0,0,2,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeMap,131,152,25,25,0.5,16,30,0.652173913,65%,18,21,0.538461538,54%,4,10
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.KeySet,0,41,0,2,1,0,9,1,100%,0,7,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieIterator,4,101,1,9,0.9,1,25,0.961538462,96%,1,10,0.909090909,91%,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieEntry,38,212,8,18,0.692307692,6,35,0.853658537,85%,8,10,0.555555556,56%,0,5
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet.EntryIterator,0,48,0,10,1,0,8,1,100%,0,8,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.RangeEntrySet,7,171,2,28,0.933333333,2,40,0.952380952,95%,2,19,0.904761905,90%,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet,2,62,1,9,0.9,1,15,0.9375,94%,1,10,0.909090909,91%,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,KeyAnalyzer,21,26,8,6,0.428571429,3,7,0.7,70%,8,5,0.384615385,38%,2,4
Apache Commons Collections,org.apache.commons.collections4.trie,UnmodifiableTrie,27,121,0,4,1,6,30,0.833333333,83%,5,24,0.827586207,83%,5,22
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values.ValueIterator,0,12,0,0,0,0,2,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,PatriciaTrie,7,6,0,0,0,2,2,0.5,50%,1,1,0.5,50%,1,1
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.EntrySet.EntryIterator,0,11,0,0,0,0,2,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.SingletonIterator,26,31,3,3,0.5,6,8,0.571428571,57%,3,4,0.571428571,57%,1,3
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie.BasicEntry,23,73,2,10,0.833333333,5,21,0.807692308,81%,4,11,0.733333333,73%,2,7
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.TrieMapIterator,4,95,1,11,0.916666667,1,24,0.96,96%,1,14,0.933333333,93%,0,9
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Reference,10,0,0,0,0,4,0,0,0%,3,0,0,0%,3,0
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeEntrySet.EntryIterator,0,89,1,9,0.9,0,22,1,100%,1,8,0.888888889,89%,0,4
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie,571,1298,100,196,0.662162162,130,306,0.701834862,70%,75,124,0.623115578,62%,6,45
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.PrefixRangeMap,50,265,4,36,0.9,8,56,0.875,88%,12,23,0.657142857,66%,8,7
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractPatriciaTrie.Values,0,45,0,4,1,0,13,1,100%,0,8,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.trie,AbstractBitwiseTrie,17,113,5,15,0.75,4,24,0.857142857,86%,5,15,0.75,75%,1,9
Apache Commons Collections,org.apache.commons.collections4.list,NodeCachingLinkedList,10,150,0,12,1,4,51,0.927272727,93%,2,18,0.9,90%,2,12
Apache Commons Collections,org.apache.commons.collections4.list,TreeList,2,262,2,16,0.888888889,1,53,0.981481481,98%,2,23,0.92,92%,0,16
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListIterator,0,29,0,0,0,0,10,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList.PredicatedListIterator,0,25,0,0,0,0,9,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.list,AbstractSerializableListDecorator,0,19,0,0,0,0,8,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList,13,134,1,7,0.875,2,26,0.928571429,93%,2,18,0.9,90%,1,15
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList,31,83,0,0,0,7,16,0.695652174,70%,6,15,0.714285714,71%,6,15
Apache Commons Collections,org.apache.commons.collections4.list,FixedSizeList.FixedSizeListIterator,10,7,0,0,0,2,3,0.6,60%,2,1,0.333333333,33%,2,1
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList,28,783,9,91,0.91,8,190,0.95959596,96%,10,89,0.898989899,90%,1,48
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.SubCursor,0,70,0,4,1,0,14,1,100%,0,8,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedListIterator,0,211,0,14,1,0,50,1,100%,0,19,1,100%,0,12
Apache Commons Collections,org.apache.commons.collections4.list,TransformedList.TransformedListIterator,0,27,0,0,0,0,9,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.list,UnmodifiableList,0,83,0,2,1,0,21,1,100%,0,17,1,100%,0,16
Apache Commons Collections,org.apache.commons.collections4.list,AbstractListDecorator,3,77,0,4,1,2,16,0.888888889,89%,1,16,0.941176471,94%,1,14
Apache Commons Collections,org.apache.commons.collections4.list,GrowthList,7,89,1,5,0.833333333,2,20,0.909090909,91%,2,8,0.8,80%,1,6
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList.Cursor,11,172,3,23,0.884615385,2,51,0.962264151,96%,3,19,0.863636364,86%,0,9
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.Node,26,22,0,0,0,11,10,0.476190476,48%,5,4,0.444444444,44%,5,4
Apache Commons Collections,org.apache.commons.collections4.list,CursorableLinkedList,19,218,7,19,0.730769231,8,76,0.904761905,90%,8,25,0.757575758,76%,1,19
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList,25,289,2,26,0.928571429,7,69,0.907894737,91%,3,31,0.911764706,91%,1,19
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubList,62,249,5,11,0.6875,6,57,0.904761905,90%,6,16,0.727272727,73%,1,13
Apache Commons Collections,org.apache.commons.collections4.list,SetUniqueList.SetListListIterator,0,55,0,2,1,0,17,1,100%,0,7,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.list,AbstractLinkedList.LinkedSubListIterator,0,69,0,4,1,0,14,1,100%,0,8,1,100%,0,6
Apache Commons Collections,org.apache.commons.collections4.list,PredicatedList,13,101,0,6,1,2,21,0.913043478,91%,1,17,0.944444444,94%,1,14
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.AVLNode,53,1051,14,134,0.905405405,16,246,0.938931298,94%,13,95,0.87962963,88%,1,32
Apache Commons Collections,org.apache.commons.collections4.list,LazyList,30,54,2,6,0.75,6,15,0.714285714,71%,3,5,0.625,63%,1,3
Apache Commons Collections,org.apache.commons.collections4.list,TreeList.TreeListIterator,4,246,1,21,0.954545455,1,56,0.98245614,98%,1,21,0.954545455,95%,0,11
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate,25,80,3,17,0.85,3,23,0.884615385,88%,3,13,0.8125,81%,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,MapTransformer,3,20,0,2,1,1,7,0.875,88%,1,4,0.8,80%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionPredicate,0,17,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeSerializationFactory,12,62,2,2,0.5,4,19,0.826086957,83%,2,2,0.5,50%,0,2
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateTransformer,32,86,10,14,0.583333333,8,19,0.703703704,70%,10,8,0.444444444,44%,0,6
Apache Commons Collections,org.apache.commons.collections4.functors,OrPredicate,13,38,1,7,0.875,1,8,0.888888889,89%,2,6,0.75,75%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,NotNullPredicate,0,18,0,2,1,0,6,1,100%,0,6,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,FactoryTransformer,3,22,0,2,1,1,7,0.875,88%,1,4,0.8,80%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,NonePredicate,0,55,0,8,1,0,14,1,100%,0,8,1,100%,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.Criterion,5,63,0,0,0,0,2,1,100%,1,3,0.75,75%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,ForClosure,6,39,0,8,1,2,12,0.857142857,86%,2,7,0.777777778,78%,2,3
Apache Commons Collections,org.apache.commons.collections4.functors,StringValueTransformer,0,15,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,WhileClosure,9,51,0,8,1,3,15,0.833333333,83%,3,7,0.7,70%,3,3
Apache Commons Collections,org.apache.commons.collections4.functors,UniquePredicate,0,17,0,0,0,0,5,1,100%,0,3,1,100%,0,3
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedTransformer,4,78,0,10,1,1,19,0.95,95%,1,10,0.909090909,91%,1,5
Apache Commons Collections,org.apache.commons.collections4.functors,TransformerClosure,3,21,0,2,1,1,8,0.888888889,89%,1,4,0.8,80%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,NullPredicate,0,18,0,2,1,0,6,1,100%,0,6,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,InstanceofPredicate,8,18,1,1,0.5,2,6,0.75,75%,2,3,0.6,60%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,AbstractQuantifierPredicate,4,6,0,0,0,1,3,0.75,75%,1,1,0.5,50%,1,1
Apache Commons Collections,org.apache.commons.collections4.functors,AnyPredicate,4,67,1,11,0.916666667,1,17,0.944444444,94%,1,9,0.9,90%,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,IdentityPredicate,3,23,0,4,1,1,7,0.875,88%,1,5,0.833333333,83%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,IfTransformer,14,66,2,10,0.833333333,4,17,0.80952381,81%,5,8,0.615384615,62%,3,4
Apache Commons Collections,org.apache.commons.collections4.functors,CatchAndRethrowClosure,0,17,0,0,0,0,8,1,100%,0,2,1,100%,0,2
Apache Commons Collections,org.apache.commons.collections4.functors,PredicateTransformer,3,24,0,2,1,1,7,0.875,88%,1,4,0.8,80%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionFactory,0,17,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchTransformer,13,159,2,24,0.923076923,3,36,0.923076923,92%,5,16,0.761904762,76%,3,5
Apache Commons Collections,org.apache.commons.collections4.functors,EqualPredicate,3,48,0,6,1,1,15,0.9375,94%,1,8,0.888888889,89%,1,5
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsExceptionPredicate,8,30,0,4,1,1,9,0.9,90%,1,5,0.833333333,83%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantTransformer,43,31,11,3,0.214285714,9,11,0.55,55%,8,7,0.466666667,47%,2,6
Apache Commons Collections,org.apache.commons.collections4.functors,InstantiateFactory,23,108,5,17,0.772727273,7,27,0.794117647,79%,5,11,0.6875,69%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsFalsePredicate,8,27,0,4,1,1,9,0.9,90%,1,5,0.833333333,83%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory,3,66,0,4,1,2,13,0.866666667,87%,1,3,0.75,75%,1,1
Apache Commons Collections,org.apache.commons.collections4.functors,NOPTransformer,0,14,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,CloneTransformer,0,18,0,2,1,0,7,1,100%,0,5,1,100%,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,DefaultEquator,4,28,2,6,0.75,1,6,0.857142857,86%,3,7,0.7,70%,1,5
Apache Commons Collections,org.apache.commons.collections4.functors,PrototypeFactory.PrototypeCloneFactory,33,20,1,1,0.5,10,6,0.375,38%,2,2,0.5,50%,1,2
Apache Commons Collections,org.apache.commons.collections4.functors,ChainedClosure,4,91,0,12,1,1,23,0.958333333,96%,1,11,0.916666667,92%,1,5
Apache Commons Collections,org.apache.commons.collections4.functors,ConstantFactory,3,24,0,2,1,1,8,0.888888889,89%,1,5,0.833333333,83%,1,4
Apache Commons Collections,org.apache.commons.collections4.functors,ClosureTransformer,3,24,0,2,1,1,8,0.888888889,89%,1,4,0.8,80%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,FalsePredicate,0,14,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,NullIsTruePredicate,8,27,0,4,1,1,9,0.9,90%,1,5,0.833333333,83%,1,3
Apache Commons Collections,org.apache.commons.collections4.functors,InvokerTransformer,45,133,4,24,0.857142857,6,28,0.823529412,82%,4,15,0.789473684,79%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,FunctorUtils,13,174,3,27,0.9,7,36,0.837209302,84%,6,20,0.769230769,77%,3,8
Apache Commons Collections,org.apache.commons.collections4.functors,TransformedPredicate,16,34,1,3,0.75,3,10,0.769230769,77%,3,4,0.571428571,57%,2,3
Apache Commons Collections,org.apache.commons.collections4.functors,SwitchClosure,13,154,2,22,0.916666667,3,35,0.921052632,92%,5,15,0.75,75%,3,5
Apache Commons Collections,org.apache.commons.collections4.functors,ExceptionClosure,0,17,0,0,0,0,6,1,100%,0,5,1,100%,0,5
Apache Commons Collections,org.apache.commons.collections4.functors,IfClosure,25,45,3,5,0.625,7,13,0.65,65%,7,5,0.416666667,42%,4,4
Apache Commons Collections,org.apache.commons.collections4.functors,OnePredicate,4,60,1,9,0.9,1,16,0.941176471,94%,1,8,0.888888889,89%,0,4
Apache Commons Collections,org.apache.commons.collections4.functors,ComparatorPredicate.new Object() {...},5,35,0,0,0,0,1,1,100%,0,1,1,100%,0,1
Apache Commons Collections,org.apache.commons.collections4.functors,AndPredicate,13,38,1,7,0.875,1,8,0.888888889,89%,2,6,0.75,75%,1,3
